텍스트,분류 1차,분류 2차,keyword,code,자동 생성 제목
"#{수신자명}님, 안녕하세요.
#{발신 스페이스}입니다.

구매하신 상품은 마음에 드셨나요?
#{발신 스페이스}에서 구매해 주셔서 감사합니다.

#{발신 스페이스}에서는 고객님의 소중한 후기를 기다리고 있습니다.
구매하신 상품에 대한 리뷰를 작성해주세요.

감사합니다.",서비스이용,피드백 요청,"리뷰,후기,만족도,설문,구매,상품후기,주문",IBWINGO3940_1655977794431,리뷰 작성 요청
"
안녕하세요. #{수신자명}고객님.

#{발신 스페이스} 접수를 감사드립니다.

언제나 따뜻한 관심과 사랑을 보내주시는 고객님께 깊이 감사드립니다.

궁금하신 점이 있으신 경우 고객센터 또는 홈페이지에 문의해주세요.

☎ 고객센터 : #{고객센터}",서비스이용,구매감사/이용확인,"접수,감사인사,감사,구매감사,이용감사",IBWINGO3940_1655977846222,접수 안내
"
안녕하세요 #{수신자명}님,
저희 제품을 믿고 구매해 주셔서 감사 드립니다.
항상 믿을 수 있는 제품으로 찾아뵐 수 있도록 노력하는 #{발신 스페이스}이 되겠습니다.

받아보신 제품에 이상이 있거나 문의 사항이 있을 경우 아래 버튼을 클릭하여 문의해 주세요.",서비스이용,구매감사/이용확인,"구매,구매감사,감사인사,감사,피드백",IBWINGO3940_1656052963305,구매 감사 인사
"
안녕하세요 #{수신자명}님, 
더 나은 서비스를 위해 #{발신 스페이스}에서 고객 만족도 조사를 진행하고자 합니다.
아래 버튼을 눌러주시면 만족도 조사 페이지로 이동되오니, 많은 관심과 참여 부탁드립니다.",서비스이용,피드백 요청,"고객만족도,만족도,만족도조사,설문,피드백",IBWINGO3940_1656052985637,고객 만족도 조사
"
안녕하세요 #{수신자명}님,
신청이 완료 되었습니다.

▶ 신청 정보 : #{신청 정보}
▶ 신청자 : #{신청자}

아래 버튼을 누르시면 자세한 사항을 확인하실 수 있습니다.",서비스이용,신청접수,"신청,신청안내,신청완료,서비스,신청접수",IBWINGO3940_1656053070112,신청 완료 안내
"[#{일정명} 일정 안내]

#{일정명} 오리엔테이션의 일정과 장소를 아래와 같이 공지해드립니다.

▶ 일정 : #{일정}
▶ 장소 : #{장소}

궁금한 사항이 있으시면 홈페이지로 문의해주시기 바랍니다.

감사합니다.",서비스이용,이용안내/공지,"일정,일정안내,공지,스케줄,리마인드",IBWINGO3940_1656053148200,일정 안내
"
안녕하세요 #{수신자명}님,
제품을 주문해주셔서 감사합니다.

#{수신자명}님께 보다 나은 서비스를 제공하기 위해 #{수신자명}님의 의견을 공유해 주시면 이를 반영하여 개선된 서비스를 제공할 수 있도록 노력하겠습니다.

소중한 의견 부탁드립니다.
감사합니다.",서비스이용,피드백 요청,"설문,피드백,만족도,설문조사,고객",IBWINGO3940_1656053359053,설문안내
"
안녕하세요 #{수신자명}님,
#{과정명} 개강 안내 드립니다.

▶ 과정명: #{과정명}
▶ 교육장소: #{교육장소}
▶ 교육일시: #{교육일시}

자세한 내용은 아래 홈페이지에서 확인해주세요.",서비스이용,이용안내/공지,"개강,학원,수업,개강안내,수강,학교,교육",IBWINGO3940_1655973975182,개강 안내
"
안녕하세요.
#{발신 스페이스}에서 휴무일 안내드립니다.

▶ 기간: #{기간}
▶ 예약안내: #{예약안내}",서비스이용,이용안내/공지,"휴무일,휴무,휴원,공휴일,진료,휴강일,휴강",IBWINGO3940_1655974002509,휴무일 안내
"
안녕하세요 #{수신자명}님,
#{발신 스페이스}에서 휴강일 안내드립니다.

▶ 휴강일: #{휴강일}

위 기간내 모든 강의가 휴강되며 #{일자}부터 정상적인 수업이 진행됩니다.
강의 시간표는 아래 ""시간표 확인하기""에서 확인해주세요.",서비스이용,이용안내/공지,"휴무일,휴무,휴원,공휴일,진료,휴강일,휴강,학원,학교",IBWINGO3940_1655974073836,휴강 안내
"[#{발신 스페이스}]
안녕하세요., #{수신자명}님
렌탈료 청구서가 발행되었습니다. 

▶ 세금계산서 발행 건: #{세금계산서발행} 건
▶ 총 납부예정 금액: #{납부금액} 원

감사합니다.
자세한 내용은 아래 ""청구서 확인하기"" 를 눌러주세요.",서비스이용,이용안내/공지,"렌탈,렌탈료,정액제,납부,청구,청구서,요금",IBWINGO3940_1655974114131,렌탈료 청구서 안내
"
안녕하세요 #{수신자명}님,
보강 수업이 확정 처리되었습니다.

▶ 수강자명 : #{수강자명}
▶ 보강수업 일자 : #{보강수업 일자}
▶ 보강수업 시간 : #{보강수업 시간}

감사합니다.

자세한 시간표는 아래 ""시간표 확인하기"" 를 클릭해주세요.",서비스이용,이용안내/공지,"수업,수강,보강,강의,학원,학교,교육,보강안내",IBWINGO3940_1655974202612,보강 수업 확정 안내
"
안녕하세요 #{수신자명}님, #{발신 스페이스}입니다.

#{수신자명} 고객님이 신청하신 #{서비스} 기간이 만료될 예정입니다.

자세한 내용은 아래 ""자세히보기"" 버튼을 클릭해주세요.

※ 이 메시지는 고객님의 동의에 의해 전송되는 메시지입니다.",서비스이용,리마인드,"만료,서비스,기간,만료안내",IBWINGO3940_1650508143218,만료 안내
"
안녕하세요 #{수신자명}님,
티켓 발급 안내드립니다.

▶ 사용기간 : #{사용기간}
▶ 티켓번호 : #{티켓번호}

※ 만료 기한 후 티켓 사용은 불가합니다.

※ 이 메시지는 구매하신 티켓 발급 안내 메시지입니다.",서비스이용,이용도구,"이용도구,티켓,발급안내,입장,출입안내",IBWINGO3940_1650507369484,티켓 안내
"
안녕하세요 #{수신자명}님, #{발신 스페이스}입니다.
고객님이 보유하신 포인트의 만료 기간 안내해 드립니다.

▶  포인트 만료일: #{포인트 만료일}
▶  소멸예정 포인트: #{소멸예정 포인트}

아래 버튼을 누르시면 자세한 내용을 확인하실 수 있습니다.

※ 이 메시지는 고객님의 동의에 의해 지급된 포인트 소멸 안내 메시지입니다.",서비스이용,이용안내/공지,"포인트,만료,만료일,포인트안내,포인트고지",IBWINGO3940_1650508115684,포인트 만료 안내
"
안녕하세요 #{수신자명}님,
구매에 감사드리며 #{서비스} 이용권이 지급되었습니다.

▶ 혜택 : #{혜택}
▶ 유효기간 : #{유효기간}

※ 이 메시지는 고객님의 구매에 의해 지급된 이용권 안내 메시지입니다.""",서비스이용,이용안내/공지,"이용,이용권,지급,혜택,이용안내",IBWINGO3940_1650507130666,이용권 안내
"
#{수신자명}님 주문접수가 완료 되었습니다.

<주문정보>
▶주문품목: #{주문품목}
▶주문번호: #{주문번호}

감사합니다.",서비스이용,신청접수,"신청,접수,주문접수,예약,주문,구매,예약,서비스,주문확인",IBWINGO3940_1642991185285,주문 접수 완료 안내
"
안녕하세요. #{발신 스페이스} 입니다.
#{수신자명}님의 서비스 예약 확정 안내 드립니다.

<예약내역>
▶주소: #{주소}
▶서비스 날짜/시간: #{서비스 날짜/시간}

문의사항은 아래 버튼을 클릭해 주세요.",서비스이용,신청접수,"서비스,서비스일정,예약,접수,신청,예약확정,예약안내,신청안내,서비스안내",IBWINGO3940_1642983222191,서비스 예약 확정
"
#{수신자명}님 주문접수가 완료 되었습니다.

<주문정보>
▶주문품목: #{주문품목}
▶주문번호: #{주문번호}

감사합니다.",서비스이용,신청접수,"신청,접수,견적,요청,접수안내,접수완료,요청완료",IBWINGO3940_1642983265911,주문 접수 완료 안내
"
원하시는 요청을 전달 완료했습니다.

▶요청하신 날짜/시간: #{요청하신 날짜/시간}
▶요청 내용: #{요청 내용}
▶성함: #{성함}

요청을 수락하면, 요청하신 일정으로 예약됩니다.
감사합니다.",서비스이용,신청접수,"레슨,수업,강의,학원,신청접수,예약,신청,접수확인,접수완료,신청완료",IBWINGO3940_1642983297510,신청 접수 안내
"
안녕하세요 #{수신자명} 고객님, 
문의가 접수되었습니다.

<신청 접수 내역>
▶접수자: #{접수자}
▶내용: #{내용}

다른 문의가 있으실 경우 아래 버튼을 클릭해 주세요.",서비스이용,신청접수,"문의,접수,피해,신청,문의하기",IBWINGO3940_1642983400613,문의 접수 완료 안내
"
#{수신자명} 고객님의 #{발신 스페이스} 해지 신청이 정상 접수되었습니다. 

▶해지 완료 예정일: #{해지 완료 예정일}

※ 해지 취소는 2일 이내 고객센터를 통해 가능합니다. 이후에는 해지가 진행되어 재계약을 원하시는 경우 신규 계약 신청이 필요하다는 점 유의하시기 바랍니다.",서비스이용,신청접수,"신청접수,신청,접수,해지,탈퇴,취소,서비스해지,해지신청완료",IBWINGO3940_1642983424365,해지 신청 안내
"
안녕하세요 #{수신자명}님,
#{발신 스페이스}입니다.

모바일로 아래 ""예약 접수하기"" 버튼을 클릭하여 간편하게 예약접수를 하실 수 있습니다. 금액은 #{금액}이며, 당일 수납해 주시면 됩니다.

감사합니다.",서비스이용,신청접수,"시험,입학,학원,학교,입시,신청,접수,서비스신청,접수안내,신청안내",IBWINGO3940_1643015297050,신청 안내
"
안녕하세요 #{수신자명}님,

저희 #{발신 스페이스}에 요청하신
#{서비스} 처리를 완료하였습니다.

지금 확인하시려면, 아래 버튼을 클릭해주세요.

감사합니다.",서비스이용,처리완료,"처리완료,서비스,서비스알림,완료알림,서비스안내,완료안내",IBWINGO3940_1642983544671,처리 완료 안내
"[제작 완료 안내}

안녕하세요 #{발신 스페이스}입니다.
#{서비스} 제작을 완료하였으니 확인해 주세요!

하단 ""확인하기"" 버튼을 누르시면 바로 확인이 가능하세요.

※ 상담 문의: #{상담문의}",서비스이용,처리완료,"제작완료,제작,상품,서비스,처리완료,서비스완료,결과,결과안내",IBWINGO3940_1642983575517,[제작 완료 안내}
"
#{수신자명}님 견적서 내역에서 주문하기 버튼을 클릭하시어 주문을 진행해 주시기 바랍니다.

▶견적번호: #{견적번호}
▶문의: #{문의}

감사합니다.",서비스이용,처리완료,"견적서,견적,처리완료,서비스,주문,구매,견적완료",IBWINGO3940_1642983609501,견적서 확정 알림
"
안녕하세요 #{발신 스페이스} 고객 서비스입니다. 
고객 님께서 요청하신 방문 예약이 다음과 같이 접수되어 안내 드립니다.

▶주소: #{주소}
▶접수내용: #{접수내용}

자세한 접수 내역을 보시려면 아래 버튼을 클릭해 주세요.",서비스이용,방문서비스,"방문,서비스,방문서비스,예약,방문안내,일정안내,서비스안내,서비스예약,예약완료,예약접수,예약",IBWINGO3940_1642983639178,방문 일정 안내
"
안녕하세요 #{발신 스페이스} 입니다.
내일 #{장소}에  #{매니저명} 매니저가 방문 드려 
정기 서비스 예정입니다.  

문의사항은 아래를 눌러주세요.",서비스이용,방문서비스,"정기,정기서비스,방문서비스,서비스,방문,예약,서비스일정,일정안내",IBWINGO3940_1642983681556,정기 방문 서비스 안내
"
안녕하세요 #{수신자명}님,
고객님이 신청하신 정기 렌탈 케어 서비스가 예정되어 있습니다.
일정을 확인해주세요.

▶ 방문 예정일 : #{방문 예정일}
▶ 제품 : #{제품}

일정을 변경하시려면 아래를 클릭해 주세요.",서비스이용,방문서비스,"정기,정기서비스,방문,방문서비스,렌탈,서비스일정,서비스안내,방문일정안내,방문일정",IBWINGO3940_1642983721421,정기 렌탈 케어
"
안녕하세요 #{발신 스페이스} 입니다. 출근 1시간 전입니다! 
사업장 도착 시, 해당 알림에 도착 또는 1 이라고 답장해주세요.

서비스일/시간 : #{서비스일시간}  
주소 : #{주소}",서비스이용,리마인드,"알림,업무,사업장,사내,사내업무,업무알림",IBWINGO3940_1642983758449,업무 안내
"
안녕하세요 #{이름] 고객님,
내일은 예매하신 공연 관람일입니다.

▶예매번호: #{예매번호}
▶공연일시: #{공연일시}
▶공연: #{공연}

감사합니다.",서비스이용,리마인드,"공연,예매,예약,공연안내,행사,예약안내,일정안내,일정,공연알림",IBWINGO3940_1642983787209,공연 안내
"
안녕하세요 #{수신자명}님,
정기 검진일 안내드립니다.

▶검진일: #{검진일}
▶오시는 길: #{오시는 길}

감사합니다.",서비스이용,리마인드,"병원,검진,정기검진,검진알림,내원,검진안내,정기검진안내,일정안내",IBWINGO3940_1643004048355,정기 검진 안내
"
#{수신자명}님께서 신청하신 #{발신 스페이스}의 #{서비스명} 서비스 이용 확인 알림톡입니다.

지금까지 #{발신 스페이스}을 이용해 주셔서 감사드립니다.
앞으로 더 좋은 서비스로 찾아뵙겠습니다!",서비스이용,리마인드,"서비스,이용확인,피드백,서비스안내,이용안내,이용감사,감사인사",IBWINGO3940_1642983861019,서비스 이용 확인 안내
"
#{수신자명}님 #{진료예정시간}에 뵙겠습니다.

#{수신자명}님의 진료는 #{발신 스페이스} 기준 30분 이내 진료가 시작됩니다.  

#{발신 스페이스}은 #{수신자명}님의 소중한 시간을 지켜드리기 위해 최선을 다해 진료하겠습니다. 

▶#{발신 스페이스}에서는 코로나 바이러스를 대비하여 예방에 최선을 다하고 있습니다.",서비스이용,리마인드,"예약,리마인드,예약알림,예약안내,병원,진료안내,진료알림,내원,내원안내",IBWINGO3940_1642983887235,진료 예약 알림
